red,gray,blue,hue,saturation,value,rata-rata,st deviasi,varians,skewness,kurtsosis,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
25.57089009,11.33696148,10.39270894,3.94572226,155.4548025,41.83658086,45.81918864,60.96469176,3716.693641,-1.128738566,2.673327824,11.34549998,11.75999663,11.11108291,12.20737017,0.948092515,0.942928,0.94647958,0.938182891,0.157331616,0.155777811,0.170251657,0.15121692,378.0230485,414.4158542,394.4332222,448.8496892,0.000913975,0.000896404,0.001014244,0.000845978,0.030232016,0.029940002,0.031847199,0.029085703,0
26.47103076,11.01313541,10.25305942,3.850468535,159.3588262,46.70107703,61.90301905,72.32961625,5231.573387,-1.007523366,3.643506112,12.36864252,12.67377671,11.50289406,12.67589577,0.955310497,0.953452126,0.961357531,0.953231259,0.154179856,0.147963127,0.162263622,0.149440056,459.7395417,477.1604862,400.9686393,479.4258549,0.00065907,0.000610452,0.000705292,0.000614941,0.02567235,0.024707319,0.026557342,0.024798012,0
26.72729986,11.13518443,10.28053575,3.972212059,160.5434842,47.53230995,48.19848296,60.59497441,3671.750924,-0.73862299,3.054833877,12.02443943,12.59225168,11.05657736,12.00675053,0.939051617,0.934257028,0.950009237,0.940441853,0.154138838,0.145246891,0.161770833,0.151831856,436.5801502,467.8929331,362.0712966,423.8756187,0.00070405,0.000647637,0.00075465,0.000671603,0.026533949,0.02544871,0.027470899,0.025915295,0
23.21973446,10.87790601,12.24022761,166.6417346,137.0550983,27.18878012,48.06044663,59.17479716,3501.656619,-1.294826798,4.216813072,11.4328657,11.87880867,10.90627137,11.99492708,0.941197478,0.935142926,0.944191415,0.937000236,0.157426346,0.152514268,0.167423601,0.149746209,404.5925139,440.9503943,383.5260665,428.2567264,0.000667195,0.000618903,0.000696866,0.000605832,0.025830121,0.024877757,0.026398226,0.024613659,0
26.11328081,10.6552499,10.33632307,3.63355503,160.6235495,46.3027691,53.93166765,67.49023293,4554.931541,-2.17567162,2.606425292,11.97926196,11.89706371,11.15214167,12.63929285,0.951074417,0.953976175,0.957838977,0.944795966,0.1525316,0.148575874,0.161879906,0.145525523,436.6789173,410.0906382,381.4173435,491.8833579,0.000675293,0.000627966,0.000713742,0.00061961,0.025986398,0.025059258,0.026715951,0.024891966,0
26.26812291,10.59785745,9.412423236,4.003458219,167.5792118,43.70637323,44.79764576,59.25742596,3511.442531,-2.422190984,2.5442606,11.44793331,11.43376577,10.49342432,12.02569546,0.943435642,0.944493201,0.952219339,0.938267626,0.156445582,0.154261398,0.170751058,0.148437814,387.0369561,379.3601501,332.9540281,421.8867311,0.000849723,0.000815223,0.000920389,0.000761245,0.029150013,0.028552111,0.030337909,0.027590665,0
26.59243631,10.23453319,9.75603161,3.537492328,167.1348099,44.92739088,66.55655689,74.99735877,5624.603823,-1.913419623,2.028105863,11.24657953,12.09274796,11.20519244,11.51026651,0.963587395,0.958159468,0.962329146,0.960866536,0.164343311,0.155234615,0.169542148,0.162158952,404.2017849,463.0177263,420.7901097,433.0609613,0.000656621,0.000593732,0.000694533,0.000643071,0.025624618,0.024366614,0.026354001,0.025358853,0
26.242218,11.35742817,10.35713642,3.862600905,164.6732468,42.29322421,35.78612821,44.44870464,1975.687344,0.2896508,2.146620563,11.63505275,12.10654648,11.05777192,11.93401101,0.901850098,0.892447013,0.911229736,0.897175577,0.152426449,0.147297744,0.157102585,0.146592085,375.6408288,407.821021,344.1421265,389.8864053,0.000767993,0.000720613,0.000789667,0.000716064,0.027712681,0.026844235,0.028101018,0.026759367,0
29.37482192,11.64046346,10.73137523,3.998698781,167.7493703,49.54317536,57.65637825,65.90146826,4343.003519,-1.285026991,1.845676139,12.06938619,12.91593451,11.86083842,12.76284976,0.948307556,0.940624644,0.950317811,0.943241873,0.15298629,0.146493324,0.157014713,0.143967009,439.9183022,502.3883676,426.4406483,480.2400853,0.000585061,0.000537601,0.000600254,0.000524335,0.024188044,0.023186227,0.02450008,0.022898363,0
25.97083857,10.43903713,9.25934539,4.292519063,171.2644793,43.84790999,41.76465938,49.96890859,2496.891826,-1.538765233,3.806901858,11.01401194,11.66346737,10.78891,11.70066644,0.929577114,0.919457841,0.928083696,0.919329277,0.160379832,0.155079834,0.171089914,0.152480238,342.1933722,388.9933075,354.2468745,389.6946797,0.000767889,0.000712922,0.000801386,0.000704183,0.027710805,0.026700608,0.028308755,0.026536438,0
25.83300613,10.51124995,9.957934439,3.543185389,163.1744231,41.85235226,53.76237355,65.68610704,4314.664658,-0.960902909,1.776661412,11.24062228,12.07161165,10.97325432,11.571892,0.95221563,0.944080993,0.952852479,0.948633299,0.16236411,0.154556064,0.166852239,0.156745311,404.430176,471.1806597,402.77518,432.8220617,0.000755633,0.000697653,0.000773471,0.000692369,0.027488788,0.026413116,0.027811355,0.026312898,0
26.38190272,10.89964627,10.24167736,3.711254587,161.910901,44.10543438,40.39806936,49.87139915,2487.156453,-0.127753349,2.74924944,11.41516306,11.80473623,10.96757889,12.0150717,0.923414757,0.91975404,0.928269489,0.915533522,0.157708422,0.146975657,0.162498798,0.149269577,371.5359767,385.7425437,350.6210967,406.0283668,0.000743254,0.000661895,0.000735222,0.000659765,0.027262684,0.025727318,0.027114986,0.025685887,0
26.17175594,11.05459562,10.53937769,3.747611015,157.5978276,43.88475743,49.84253403,63.28467382,4004.949941,-1.839322569,3.273509342,11.90585905,11.8375746,10.93097635,12.39745483,0.944625354,0.945922081,0.952362618,0.93924959,0.154079636,0.1542638,0.166832491,0.14802109,433.9858193,422.3210189,377.976728,474.4315577,0.000773805,0.000730613,0.000833561,0.000720142,0.027817346,0.02702986,0.028871463,0.02683546,0
25.41784105,10.28607916,9.930052551,3.886866615,162.4818679,45.1192979,45.86568414,60.38664564,3646.546972,-2.330201468,2.770085779,11.54126409,11.93375717,10.83309996,11.87148678,0.945909028,0.942720573,0.951941692,0.942862264,0.159195211,0.153426483,0.166638726,0.15012123,385.3350081,405.4357002,345.7795484,404.4363249,0.000817292,0.000781878,0.000870796,0.000738522,0.028588318,0.027962085,0.029509254,0.027175764,0
23.08876778,9.625566196,11.34492613,168.4320841,148.5090944,29.06809499,45.97008886,59.63650823,3556.513114,-0.833449404,4.697255155,11.90044108,12.32332494,11.59797344,12.61046677,0.940925872,0.93486691,0.940953072,0.934907245,0.154122573,0.152745664,0.165570667,0.146622113,412.1377813,450.2300558,413.3647939,449.8804683,0.000794029,0.00076099,0.000850861,0.000719069,0.028178519,0.027586044,0.029169519,0.026815458,0
25.94556277,10.64533018,9.893769928,3.83494727,164.5312613,43.53320832,68.32948863,80.37642272,6460.369329,-2.062058906,3.54835584,10.80840735,11.12513604,9.886194727,10.96901884,0.970278166,0.968254741,0.974524049,0.969378422,0.164768444,0.159482922,0.176157998,0.161463228,380.1582738,405.3303516,327.6552985,390.9758373,0.000670388,0.000634285,0.000723667,0.000621071,0.02589185,0.025185014,0.026901051,0.024921287,0
28.12644594,10.93413069,9.306322297,4.225182165,172.5040186,46.6317248,52.339843,64.81443737,4200.911291,-1.997698517,2.556922609,12.45257028,13.03638826,11.86621842,13.11449334,0.947288115,0.94343373,0.950412179,0.941197321,0.150118025,0.143056736,0.165415518,0.14894684,435.0695132,465.9325786,413.8012125,484.3530307,0.000659531,0.000608736,0.000709239,0.000619849,0.025681329,0.024672567,0.026631547,0.02489677,0
26.39685921,10.32017909,9.666047842,3.84381775,172.2120654,46.42281336,49.19373118,59.47211404,3536.932349,0.004304975,3.329846578,11.73779281,12.05302325,10.82942719,12.10377943,0.940275885,0.936498645,0.944721971,0.934114895,0.15842704,0.15483849,0.174973696,0.156090729,413.0619205,435.138506,384.5413615,451.4692619,0.000809377,0.000764523,0.000923135,0.000777494,0.028449553,0.027650012,0.030383132,0.027883582,0
27.27583243,11.11174847,10.29459654,3.532356965,164.5113053,44.22002067,60.92614058,70.24486539,4934.341113,-1.228182236,4.438100193,11.70878154,12.24986029,11.16446902,12.12839106,0.954381721,0.950539568,0.956406165,0.949068048,0.158990298,0.153033763,0.170467615,0.156077233,442.7360216,477.7222329,426.0055346,491.9349472,0.000669698,0.00060906,0.000694483,0.000625377,0.025878529,0.024679137,0.026353038,0.025007536,0
25.78805884,10.33898316,9.638691602,3.703045457,165.5434567,43.78087832,45.52989269,56.67319805,3211.851377,-1.416721411,2.313279913,11.42599667,12.05080376,10.66645527,11.49467943,0.944360379,0.936642703,0.948719035,0.943445531,0.147294259,0.140841365,0.160567879,0.145680799,351.2096823,397.2481619,325.3795847,354.6485178,0.000633137,0.000600064,0.000699743,0.00060306,0.025162208,0.024496198,0.026452663,0.024557279,0
26.13143177,10.8541503,10.27866244,3.912099778,163.0195596,44.6126847,57.84593172,69.59378937,4843.295518,-1.327841194,3.465398279,11.22149154,11.70692052,10.90348847,11.77705727,0.958648893,0.954829916,0.959866815,0.954470566,0.157820023,0.154285343,0.166438696,0.151520741,393.1277839,427.972523,385.3859403,431.3776358,0.000645341,0.000618128,0.000698628,0.000595962,0.025403567,0.02486218,0.026431564,0.024412332,0
28.14657518,11.82815641,10.81919879,3.87496103,166.3388234,44.75890008,62.18566498,70.41988606,4958.960353,-1.449358792,2.007099921,11.07709634,11.5404073,10.36636204,11.32496725,0.960103824,0.95722222,0.964425715,0.957962004,0.16206458,0.155324447,0.171626872,0.159877141,388.9655978,417.1872487,351.4914903,409.9685857,0.000634868,0.000579401,0.000644536,0.00058949,0.02519658,0.024070752,0.025387713,0.024279418,0
26.36634271,10.26797886,9.568402698,3.595906188,165.4909397,44.93727012,48.28145145,57.35012813,3289.037197,-1.123127546,3.859843937,11.93525761,12.59290192,11.79033803,12.46006699,0.93551483,0.925918146,0.932749596,0.928252194,0.155239221,0.149604946,0.160315106,0.148246967,415.6039595,473.4729163,435.9011367,458.6177709,0.00072707,0.000667441,0.00071619,0.000644919,0.026964242,0.025834878,0.026761725,0.025395262,0
26.71302799,11.00909005,10.48217104,3.655276451,163.1163002,45.17853892,63.30203543,72.82820061,5303.946805,-1.201234609,2.044250025,11.67487301,12.27941075,11.35468361,12.01116152,0.960006666,0.954182999,0.960253145,0.957683736,0.157831908,0.154671005,0.164799527,0.153929938,418.6195825,477.3529979,417.9296815,440.8752154,0.0006511,0.000633071,0.000709545,0.000599974,0.025516653,0.025160905,0.026637279,0.024494369,0
27.86509511,11.57801603,10.84302462,3.497808168,165.9939779,43.12912765,62.93148321,71.36239238,5092.591046,-1.648594632,4.564193437,12.23071688,12.62593165,11.59792449,12.73573637,0.951749341,0.948314181,0.954920387,0.946727223,0.155511938,0.151979548,0.166386685,0.15135061,483.1041542,515.2456168,454.8610979,531.0649553,0.000635769,0.000608218,0.000682659,0.000603189,0.02521446,0.024662073,0.026127747,0.024559907,0
24.66752715,9.925789841,11.33282814,170.267655,153.8520655,29.45262344,60.20815534,72.0847353,5196.209064,-1.026503635,2.939462075,11.69048694,12.14015087,11.36908019,12.33073991,0.96150636,0.959412587,0.963139006,0.95754798,0.154166882,0.14974225,0.159793027,0.144291748,396.1655428,416.1436654,380.3688543,435.2169805,0.000676381,0.000637688,0.000707628,0.000606058,0.02600733,0.025252494,0.026601277,0.024618248,0
25.54748865,10.47359968,9.80337839,3.829395072,165.2348489,43.75809151,54.45628193,67.80423545,4597.414345,-1.091606233,3.162038125,11.21303013,11.59469521,10.44307558,11.66037152,0.952365546,0.948084077,0.957332525,0.949668611,0.165829834,0.164592419,0.180311368,0.159027741,427.5171546,465.0562762,389.1133375,450.862222,0.000777512,0.000785794,0.000878516,0.000720633,0.027883893,0.028032026,0.029639768,0.026844606,0
26.76032164,11.51597649,10.65630981,4.035977265,158.9772769,46.38736458,57.69190309,67.79947872,4596.769315,-0.990506371,1.427163993,11.86852984,12.48390617,11.65087483,12.65722977,0.951225142,0.947262619,0.953471437,0.945434395,0.158752327,0.151688051,0.163179282,0.151250624,440.4223785,474.2437661,423.7659371,490.6841084,0.000659885,0.000610966,0.000673673,0.000601128,0.025688225,0.024717719,0.025955205,0.024517915,0
26.00708223,10.52626519,9.720400377,3.847303339,163.8993374,44.22003938,53.95106937,65.64023274,4308.640154,-1.40652694,2.60968924,11.94606195,12.57903516,11.65422333,12.38328279,0.946090224,0.939086455,0.948589199,0.943967135,0.160491051,0.153339279,0.16084651,0.150750387,454.0876524,511.1762121,438.627495,470.2213935,0.000744205,0.000683737,0.000725156,0.000659576,0.027280116,0.02614837,0.026928729,0.025682211,0
25.7887624,9.812203093,8.82230754,3.843263529,178.6765786,42.12082182,59.88778053,69.90222352,4886.320853,-1.157017582,4.249222713,10.68184897,11.5856556,10.90248861,11.36596334,0.966041555,0.958904566,0.960417487,0.958822669,0.163953786,0.153510387,0.171740972,0.160977354,329.3724513,394.519984,381.2192312,395.2630415,0.000789116,0.000713576,0.000846637,0.00075969,0.028091205,0.026712837,0.029097033,0.027562472,0
27.21525047,11.19752754,10.60583786,3.515529727,163.5001072,42.86611037,55.91876139,70.46615612,4965.479158,-1.816919655,1.742030198,11.4831866,11.55403746,10.82831408,12.18235601,0.956942668,0.956939622,0.962574555,0.952307523,0.163863813,0.157531684,0.164561979,0.153744694,420.734477,419.9604845,369.3528013,465.1346505,0.000828815,0.000754128,0.000804593,0.000738915,0.028789153,0.027461386,0.028365345,0.027182986,0
