red,gray,hue,saturation,homogeneity_135,contrast_90,ASM_135,energy_0,energy_90,energy_135,label
24.70683951,9.540469764,4.063071972,172.3947726,0.16332166,320.8201822,0.000714861,0.027378543,0.028984566,0.026736892,0
27.6075301,11.77567207,4.055335401,158.5393131,0.149947267,412.9513026,0.000539298,0.023331608,0.025045572,0.023222785,0
25.13620336,10.10172341,4.336650523,171.5594634,0.149755673,343.6732323,0.00077886,0.028712811,0.030406621,0.027908055,0
25.41237731,9.839672714,3.739485547,169.278565,0.161055594,399.9330262,0.000752016,0.027648096,0.029307532,0.027422902,0
24.9845835,11.73780459,167.9300182,135.3599159,0.147031874,470.6030738,0.000707083,0.027919514,0.028296045,0.026591032,0
26.25775589,11.15217256,3.808098103,162.5060713,0.151554616,352.997756,0.000721158,0.027544052,0.028071654,0.026854391,0
25.49444903,10.30890043,3.676639656,164.1033693,0.153126946,320.4239984,0.000620038,0.025699052,0.026627265,0.024900553,0
26.03118464,10.10659766,3.794925161,170.4549066,0.161157261,343.3178113,0.000701872,0.027516193,0.027731633,0.026492864,0
26.66452767,10.47490846,3.936313639,172.6945951,0.158295527,355.3958897,0.000753433,0.02770936,0.028494604,0.027448728,0
27.64434827,11.19617144,3.642097045,164.4311494,0.149214093,388.7059288,0.000637007,0.026140296,0.026197332,0.025238994,0
27.55332266,11.62313966,4.486181018,164.5019178,0.144783184,389.6613442,0.000590248,0.024885149,0.025734866,0.024295014,0
27.78556352,11.29310296,3.837322141,162.8662255,0.153638524,410.070578,0.000493115,0.022529295,0.023042656,0.022206198,0
24.94356444,10.04407534,4.123946644,171.5285046,0.154402656,326.5193855,0.000727706,0.02692776,0.0288781,0.026976019,0
27.16442804,10.75853621,3.63291548,166.8159861,0.14969925,429.2623628,0.000617011,0.026176721,0.026373816,0.024839697,0
28.21752757,11.3100198,3.944744468,172.2098689,0.158138033,348.626373,0.000624874,0.025892335,0.026332252,0.02499747,0
24.86151512,11.45649336,4.604196966,156.1557172,0.147913269,347.0580295,0.000788325,0.029146631,0.030905481,0.028077124,0
28.86818013,12.11682778,4.028772112,162.233828,0.157747145,413.2553562,0.000588179,0.025909039,0.025681118,0.024252399,0
27.58183314,11.80287952,4.127488181,161.7991813,0.148587303,407.5136012,0.000581434,0.025522411,0.025346453,0.024112944,0
28.71574641,11.9665529,3.728330206,161.9393277,0.156798201,434.2448158,0.00047106,0.021506942,0.021807768,0.021703926,0
25.50643636,10.67141617,4.258344019,166.8612835,0.16411329,299.9782067,0.000725846,0.027479541,0.027628842,0.02694153,0
26.3431818,11.20183724,4.18534405,160.3888158,0.146810818,396.0621283,0.000630564,0.02636755,0.027683596,0.025111035,0
26.07535559,10.89292598,4.111938585,166.798224,0.139597481,384.5160276,0.000658823,0.026940647,0.02721364,0.025667546,0
27.39710023,11.49202719,3.551873593,158.6677925,0.147897043,455.1491241,0.000580429,0.025324313,0.025557396,0.024092085,0
27.41850173,11.26619817,3.879018036,162.7179938,0.163239138,353.7362965,0.00058424,0.024430454,0.024890561,0.024171056,0
26.99287282,11.07573808,3.767332391,165.2472439,0.149893184,416.2407475,0.000584067,0.024530764,0.025778602,0.02416747,0
26.25238375,10.99521271,3.807284104,160.7789186,0.151865348,393.1070279,0.000590285,0.024534009,0.025703716,0.02429578,0
25.04852931,10.55417918,170.4831745,154.8200329,0.138046741,419.6221903,0.000701102,0.027239028,0.028386208,0.026478336,0
23.43338185,10.42719295,168.9039256,143.3789126,0.137795963,460.1426977,0.000683073,0.028465596,0.0288883,0.026135667,0
26.3406812,10.64786454,3.91078598,167.0851006,0.144939391,376.3298005,0.000654706,0.026588682,0.027958438,0.025587232,0
26.47602548,10.56233221,3.881256491,169.2062023,0.150826562,413.9163556,0.000617486,0.025260597,0.026495812,0.024849273,0
22.91600359,11.85248705,4.026893007,133.6742241,0.161348698,390.8077499,0.000938685,0.031604139,0.031717935,0.030637974,0
21.55022144,10.31650534,4.747233443,158.0694073,0.166980548,377.0518886,0.001411744,0.040098063,0.040099778,0.037573189,0
22.90827797,11.39212471,4.329500354,139.4742304,0.178954839,404.4673859,0.001220355,0.034968603,0.035432156,0.034933573,0
23.45922845,12.04618001,4.533121837,137.5631933,0.154625893,440.1396933,0.000726532,0.028212615,0.028217516,0.026954257,0
23.81460768,12.0125979,4.437194504,133.4345361,0.149224005,442.9729768,0.000821989,0.030596659,0.029780755,0.02867035,0
23.79729574,11.52443265,4.350489032,142.8972296,0.151855467,434.6382478,0.000880449,0.030326607,0.031089353,0.029672357,0
23.66450975,11.63651764,4.150220375,145.2982178,0.16454843,381.7838735,0.00082135,0.030233558,0.029450543,0.02865921,0
24.54373612,13.07453484,5.199046386,137.1994351,0.152597119,365.3632901,0.000707067,0.027270599,0.028886992,0.026590725,0
23.34496351,10.15856654,169.4259169,148.9737963,0.142212199,468.2898892,0.000866757,0.030373719,0.031840677,0.029440739,0
24.0367684,11.85143001,4.353895464,144.8909315,0.151331726,490.4799664,0.000847274,0.029389596,0.030704789,0.029107974,0
23.41760923,11.41746654,4.577503937,145.6395312,0.172662338,373.5401132,0.00087245,0.030228355,0.031628705,0.029537271,0
24.4378357,12.32444751,4.363003649,141.0678958,0.160289085,390.681755,0.000761766,0.028338502,0.029354158,0.027600106,0
22.76486489,11.16612735,4.528640736,142.486934,0.165862035,378.2841094,0.00069748,0.026866603,0.028133499,0.026409853,0
21.24214051,10.83245276,4.18282092,143.0731376,0.159819177,453.7960931,0.000861867,0.031201712,0.03079808,0.029357574,0
23.68664999,12.16959352,4.257338582,142.0934586,0.169455674,389.8802023,0.000818409,0.028775686,0.030602034,0.028607843,0
24.01346132,12.13536031,4.5273273,143.9725654,0.167091227,406.3166195,0.000748463,0.027910134,0.028731422,0.027358052,0
23.84575146,11.8994969,4.692473264,140.8673087,0.169775224,373.8309191,0.000822855,0.029975757,0.030551923,0.028685446,0
24.76263916,12.64658099,4.448931411,141.8227472,0.154528279,464.1108015,0.000670319,0.027090827,0.026121335,0.025890523,0
24.89301694,12.26917262,4.574859183,147.6133953,0.15344273,519.2195593,0.00072785,0.027406382,0.028248849,0.026978698,0
25.7263667,11.2070939,169.1666275,142.2226904,0.130226532,496.4949984,0.000444747,0.021658563,0.022458222,0.021089022,0
23.8492938,11.97894814,4.241246298,150.4752956,0.151923376,446.1189152,0.000698056,0.027405566,0.026998318,0.026420753,0
20.41202932,9.936310119,4.152753854,150.458074,0.158896878,418.3270207,0.000879513,0.031237827,0.030794921,0.029656589,0
22.88831152,11.91922485,4.267682306,137.8678755,0.167824154,420.9761084,0.0009947,0.032605617,0.033161804,0.031538867,0
24.716261,12.81201544,4.372535869,139.5468629,0.157757308,440.7987222,0.000783222,0.028346929,0.029114859,0.027986107,0
22.02107003,10.45001309,3.95067456,144.598882,0.162315356,442.4847687,0.00104893,0.031318534,0.03488348,0.032387193,0
22.32319945,11.11077617,3.88590694,137.2638786,0.158289939,393.6600161,0.00083358,0.029343526,0.030450059,0.028871783,0
25.38162404,12.77184173,4.568299219,139.0407513,0.166538742,363.9928577,0.000821471,0.029254979,0.030085075,0.028661315,0
21.0097517,10.73159651,4.544476897,137.6606927,0.159267237,372.1576766,0.001080647,0.034647244,0.034334444,0.03287319,0
24.01620042,12.22795075,3.664742154,143.4560403,0.155292552,446.4732226,0.000866631,0.029831878,0.030716693,0.029438602,0
25.92157919,11.684835,3.93277336,149.7201352,0.149333911,435.1959545,0.00062943,0.025506923,0.026895149,0.025088442,0
25.93288037,10.674698,171.1503423,153.4018762,0.140724777,527.2760199,0.000566401,0.024166233,0.024959931,0.023799172,0
26.58853403,12.56471087,4.043886823,148.1547055,0.145392537,436.0036368,0.000692595,0.027745044,0.027838218,0.026317192,0
25.1994651,11.51205444,3.905799776,151.5305817,0.154194147,422.3812212,0.000890938,0.030956013,0.030557377,0.029848581,0
29.29211496,15.499629,4.287800438,155.2118025,0.138987024,417.5188233,0.000660674,0.028207827,0.028774946,0.025703578,0
28.26168248,16.43265543,4.12301351,132.5416991,0.128553248,422.4251864,0.000639349,0.028253758,0.0266914,0.025285361,0
30.95115977,17.42839205,3.933067625,138.4362953,0.147792031,401.3358035,0.000740607,0.029123591,0.029489611,0.02721409,0
26.32844701,13.98610368,4.030899654,131.9831507,0.150587436,449.5300249,0.000904399,0.030881102,0.032396963,0.030073232,0
23.55300484,11.03036905,4.177065467,141.9358816,0.153143006,369.7278401,0.000919351,0.031593669,0.031785493,0.030320797,0
22.13696989,11.22333101,3.990957271,139.3321817,0.166651066,342.0723612,0.001244251,0.036038979,0.036656901,0.035273944,0
21.8941054,9.971578345,3.826455592,152.9802554,0.159362262,322.2478987,0.000997605,0.032358778,0.033027847,0.03158488,0
31.32180568,17.01446534,4.053045577,147.0954412,0.158373019,370.3302184,0.000776358,0.0284279,0.029658835,0.02786321,0
26.83055508,11.32344534,4.141637125,153.5242255,0.138118058,478.3436671,0.000514909,0.023791295,0.024648326,0.022691605,0
23.88194183,11.75876705,4.020554109,139.5767132,0.163235866,437.9254158,0.001004372,0.033780256,0.033336864,0.031691829,0
24.45431049,11.38145351,4.122996289,152.6466123,0.151333756,406.0549868,0.000753887,0.028882382,0.029561809,0.027456996,0
23.34630694,11.12124033,4.07998756,146.4766252,0.155857895,421.7629017,0.000983365,0.032820727,0.032651564,0.031358656,0
24.38585253,11.94344179,3.867401167,142.4665337,0.148539552,430.9609908,0.000840629,0.03038179,0.031196255,0.028993609,0
21.03042054,9.63856453,4.296620453,167.755028,0.176620933,408.5408144,0.001248922,0.035707577,0.03876092,0.035340091,0
22.20783166,10.0050141,4.232167811,157.5432337,0.169487526,391.4204475,0.000895781,0.031085699,0.031194478,0.029929607,0
20.43531029,8.910029673,4.32760635,168.4201836,0.157454758,355.0714568,0.001089701,0.033977951,0.036444507,0.03301062,0
22.3157512,9.705418257,3.898715092,154.3358723,0.156849997,406.0970903,0.001002784,0.033825877,0.03413403,0.031666764,0
18.89731933,8.177775495,3.912802082,168.807754,0.174485112,375.2256983,0.001745095,0.042270569,0.04485065,0.041774337,0
28.43262123,14.05009078,3.943453017,177.3510223,0.166601259,381.4670657,0.001302774,0.036835197,0.038381839,0.03609396,0
26.33918231,10.90438362,171.2646099,153.8249579,0.142766243,458.6122412,0.000520446,0.024067656,0.024896517,0.022813279,0
26.77865942,14.57279707,4.055840989,124.262855,0.157711282,347.9711026,0.000899434,0.032469599,0.030968479,0.029990558,0
26.4295378,16.43681822,4.36673268,113.6210309,0.173871846,302.0266883,0.001067195,0.033086595,0.033851866,0.032667956,0
24.30585216,13.70241897,165.0588972,113.6634537,0.170793411,318.29806,0.000839431,0.029514704,0.030760729,0.02897294,0
25.17900505,14.62689941,4.235547812,128.1068148,0.173511759,301.1414786,0.001214832,0.035158049,0.036491181,0.03485444,0
26.45364391,14.84017453,4.0564315,131.960254,0.174392168,275.9772289,0.000873447,0.03080017,0.031725934,0.029554142,0
28.58703219,17.45888785,4.131899988,127.8230208,0.169600248,282.2787927,0.001172,0.036098107,0.037230344,0.034234484,0
21.55900508,12.4707582,3.997516599,117.2396818,0.178394871,257.3309319,0.001162978,0.036707324,0.036068853,0.034102462,0
30.0967067,18.65381384,4.060263738,118.774801,0.165868205,336.1122515,0.000920537,0.03113816,0.031310395,0.030340354,0
25.19168528,14.39090367,4.237238969,119.3971824,0.160802076,319.2605082,0.001029018,0.033523129,0.033207889,0.03207831,0
25.79129724,15.48259799,4.313681895,116.0030781,0.17180127,293.3232523,0.001119322,0.034309984,0.03480578,0.033456274,0
25.63320715,10.86919909,3.810940077,150.3167506,0.140352727,466.1414781,0.000526009,0.023455178,0.02447518,0.022934884,0
26.1335264,14.84415292,4.00025125,121.9439772,0.160010163,292.0073104,0.000984209,0.03158661,0.032622773,0.031372104,0
25.91353564,14.28100737,4.208329463,132.3418021,0.158584118,273.0873071,0.000797084,0.028636464,0.029700296,0.02823268,0
24.05924075,14.20366989,4.217746045,121.9519554,0.164741302,310.1112219,0.001115745,0.035558949,0.035306494,0.033402769,0
27.78445614,16.62937215,4.42008382,122.3071123,0.158889561,305.1639967,0.000754525,0.027699779,0.028157438,0.027468623,0
25.53212289,13.80504388,4.168309152,131.7197168,0.15660237,356.0473189,0.000704637,0.027901167,0.027398189,0.026544993,0
24.94023036,13.61135551,4.107341703,125.6093273,0.171468376,355.4883984,0.00104584,0.033020779,0.033711205,0.032339456,0
28.14527642,16.89463946,4.75946744,122.3007077,0.168272212,276.4237189,0.000972041,0.032344168,0.034110275,0.031177579,0
30.64576856,16.13524107,4.453354127,140.1218533,0.142215023,338.2559595,0.000500742,0.02349988,0.024007407,0.022377271,0
29.23612092,14.70041464,4.100478951,139.2522196,0.155386015,272.2386387,0.00056835,0.024787518,0.025000242,0.023840093,0
26.06964628,12.83781701,3.929585862,138.8291777,0.164635552,319.0108202,0.000874362,0.03071451,0.03185915,0.029569618,0
25.47704741,11.18275167,171.5530542,148.3708555,0.152649097,465.8434321,0.000616704,0.025860476,0.025935202,0.024833519,0
29.96721738,15.84881381,4.257369172,140.6900406,0.14550797,295.4631398,0.000637757,0.026726703,0.026839356,0.025253844,0
27.57122646,13.7851768,4.043576063,141.4079567,0.155689905,278.8485283,0.000583464,0.025372138,0.025154739,0.024154996,0
29.56858624,14.8957472,4.24871173,144.2491387,0.14588764,299.3317269,0.000606978,0.026773135,0.026017205,0.024636924,0
25.71546619,13.18052137,4.078430302,138.3804974,0.16641939,280.6963677,0.000859693,0.029843771,0.029697565,0.029320516,0
30.57897107,16.58362985,4.056354553,135.554273,0.159722155,306.0507616,0.000663177,0.026416704,0.027325121,0.025752216,0
25.92410667,12.19545012,3.736342637,145.7480741,0.159602382,263.4639417,0.000649847,0.025821613,0.027016914,0.025492098,0
27.37109086,13.88188198,4.227216273,138.3322931,0.157036908,288.2099065,0.000709378,0.026891552,0.028831475,0.026634151,0
28.70394152,14.64174266,4.308248703,141.002664,0.156768647,291.1548362,0.000553693,0.024433198,0.025067871,0.023530674,0
29.77765773,15.92193798,4.690812621,136.8743603,0.184621123,247.8357451,0.000744766,0.028062713,0.028958413,0.027290396,0
26.85764268,12.62954686,3.818842702,145.568099,0.153627815,343.7880051,0.000664289,0.026759548,0.02700765,0.025773797,0
25.41950635,10.91469819,171.0777366,152.8392759,0.148063349,496.3024939,0.000616516,0.025576454,0.02550439,0.024829735,0
27.78554628,14.13462436,4.298132107,141.8473355,0.158172516,307.2242368,0.000731486,0.028048284,0.029223177,0.027045993,0
28.43434435,14.18973229,4.30547194,141.1676915,0.159728215,275.0958173,0.000709589,0.028323219,0.027825889,0.026638108,0
31.12673293,14.85815359,4.344921723,147.446297,0.151419353,307.5552485,0.00057226,0.024486309,0.024880724,0.023921951,0
26.51306367,13.06979717,3.989792457,141.4071509,0.160656817,312.5896442,0.000779533,0.028042315,0.02884833,0.027920121,0
27.39184483,13.29132038,4.377326957,145.7179535,0.149082473,365.7912382,0.00067185,0.025928607,0.026633133,0.025920061,0
27.43926162,13.97673607,4.129592998,140.3178206,0.150931069,314.1255392,0.000677864,0.027079717,0.027667209,0.02603582,0
30.83427674,15.33032327,4.223049406,148.8933194,0.150156806,309.9763118,0.000512839,0.023595008,0.023670646,0.022645943,0
29.19272523,15.39665365,4.163551238,135.1082636,0.154380918,308.9362001,0.00074599,0.028163676,0.028776774,0.027312814,0
28.17726863,14.74519112,4.327388445,133.6416349,0.153967682,317.8698508,0.00058397,0.024694372,0.025692874,0.024165471,0
28.65026306,14.1601109,3.953979894,138.5030692,0.146524145,319.8598191,0.000540094,0.024497464,0.024909134,0.023239933,0
26.58478184,11.14503478,171.3275718,153.1445266,0.14029822,553.0573874,0.00057107,0.024572267,0.025636852,0.023897062,0
26.89896654,13.19595779,3.986316692,139.7840457,0.146752716,324.3518015,0.000628558,0.026424482,0.026162236,0.025071053,0
26.15710218,12.65202906,3.811905053,142.057201,0.163756902,303.7878911,0.000665189,0.02698713,0.026737871,0.025791249,0
30.65665131,16.00636036,4.254831067,137.3185042,0.158423757,266.1851587,0.000514906,0.02318179,0.023401802,0.022691551,0
30.51966589,15.09181546,4.173726492,143.6963529,0.144709163,296.6373946,0.000457198,0.02200625,0.02335149,0.021382193,0
26.57968087,12.98881098,3.933077035,146.3520126,0.15813396,290.9349921,0.000839467,0.029455233,0.03061388,0.028973559,0
28.27840661,13.87598079,4.090680769,141.9486947,0.143434312,313.1826512,0.000543634,0.024038617,0.024768431,0.023315965,0
27.57043838,13.96539786,4.095296562,136.8699102,0.153304648,309.4900962,0.000730443,0.027146054,0.028348862,0.02702671,0
26.56528065,12.9601639,4.182011683,140.844378,0.159079663,340.2692489,0.000789113,0.02867636,0.028381384,0.028091164,0
25.5389566,12.22189407,4.013284596,143.4421397,0.16132535,245.7540366,0.00074454,0.027342008,0.027621923,0.027286254,0
27.73134875,13.52384847,4.125358749,142.4679199,0.153956846,333.3107099,0.000846091,0.030240631,0.030960063,0.029087649,0
24.17572418,10.4760754,3.782648318,151.1310465,0.148893322,401.442997,0.000805375,0.02895983,0.030435015,0.02837913,0
